"",,,"1958-1962",,,"1963-1967",,,"1968-1972",,,"1973-1977",,,"1978-1982",,,"1983-1987",,,"1988-1992",,,"1993-1997",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,
"4100.|Total area of the country (1000 ha)","4.|Algeria","World | Africa",238174.0,"E",,238174.0,"E",,238174.0,"E",,238174.0,"E",,238174.0,"E",,238174.0,"E",,238174.0,"E",,238174.0,"E",,238174.0,"E",,238174.0,"E",,238174.0,"E",,238174.0,"E",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","200.|Singapore","World | Asia",,"",,,"",,,"",,0.19,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","38.|Sri Lanka","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,9.769,"",,,"",,13.01,"I",,12.95,"",,,"",,,"",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","212.|Syrian Arab Republic","World | Asia",,"",,,"",,,"",,3.34,"",,,"",,,"",,,"",,14.43,"",,16.36,"",,14.14,"I",,,"",,,"",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","208.|Tajikistan","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,,"",,11.52,"I",,11.66,"I",,11.19,"I",,,"",,,"",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","216.|Thailand","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,57.31,"",,,"",,,"",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","176.|Timor-Leste","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,1.172,"",,,"",,,"",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","223.|Turkey","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,31.6,"I",,,"",,42.0,"I",,40.05,"I",,41.96,"",,,"",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","213.|Turkmenistan","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,,"",,23.7,"I",,24.91,"I",,27.87,"I",,,"",,,"",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","225.|United Arab Emirates","World | Asia",,"",,,"",,,"",,,"",,0.9,"",,,"",,,"",,1.723,"",,2.334,"I",,2.8,"I",,,"",,,"",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","235.|Uzbekistan","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,,"",,53.76,"I",,53.74,"",,49.16,"I",,,"",,,"",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","237.|Viet Nam","World | Asia",,"",,,"",,,"",,,"",,37.86,"",,45.27,"",,,"",,,"",,,"",,81.86,"",,,"",,,"",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","249.|Yemen","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,2.922,"",,,"",,3.384,"I",,3.54,"I",,,"",,,"",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","3.|Albania","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,1.2,"",,,"",,1.838,"I",,1.311,"I",,,"",,,"",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","6.|Andorra","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","11.|Austria","World | Europe",,"",,,"",,,"",,,"",,3.34,"K",,3.578,"K",,3.805,"K",,3.642,"K",,3.666,"K",,,"",,3.492,"K",,,"",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","57.|Belarus","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,1.98,"",,1.837,"",,1.706,"",,1.548,"",,1.514,"",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","255.|Belgium","World | Europe",,"",,,"",,,"",,,"",,9.03,"",,,"",,,"",,7.69,"K",,6.735,"K",,6.214,"",,6.002,"",,,"",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","80.|Bosnia and Herzegovina","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.3341,"K",,0.329,"",,0.3279,"K",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","27.|Bulgaria","World | Europe",,"",,,"",,,"",,,"",,14.18,"",,14.09,"I",,7.494,"K",,,"",,6.589,"K",,6.202,"K",,5.715,"K",,5.468,"K",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","98.|Croatia","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.6693,"K",,0.6338,"K",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","50.|Cyprus","World | Europe",,"",,,"",,,"",,0.155,"I",,0.177,"I",,0.2,"I",,0.223,"",,0.208,"I",,0.1707,"K",,0.1641,"K",,0.2003,"K",,0.2218,"K",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","167.|Czechia","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,2.493,"K",,1.908,"K",,1.969,"K",,1.841,"K",,1.65,"K",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","54.|Denmark","World | Europe",,"",,,"",,0.72,"K",,1.205,"K",,1.205,"K",,1.705,"K",,1.246,"K",,0.9175,"K",,0.6529,"K",,0.5558,"K",,0.637,"K",,,"",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","63.|Estonia","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,2.63,"K",,1.358,"",,1.413,"K",,1.834,"K",,1.631,"",,1.72,"",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","64.|Faroe Islands","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","67.|Finland","World | Europe",,"",,,"",,3.3,"K",,3.55,"K",,3.7,"K",,4.0,"K",,2.347,"K",,2.586,"K",,2.328,"K",,6.562,"K",,,"",,,"",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","68.|France","World | Europe",,"",,,"",,,"",,,"",,30.96,"K",,34.88,"K",,39.21,"K",,30.33,"K",,32.36,"K",,30.99,"K",,29.81,"K",,,"",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","79.|Germany","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,46.27,"K",,45.2,"",,39.11,"K",,32.26,"",,32.99,"",,,"",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","84.|Greece","World | Europe",,"",,,"",,4.254,"K",,4.276,"K",,5.03,"K",,5.486,"K",,8.028,"K",,8.685,"K",,9.226,"K",,9.593,"K",,,"",,,"",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","94.|Holy See","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","97.|Hungary","World | Europe",,"",,,"",,2.98,"K",,3.965,"K",,4.805,"K",,6.351,"",,7.137,"K",,6.01,"K",,5.72,"K",,5.584,"K",,5.051,"K",,,"",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","99.|Iceland","World | Europe",,"",,,"",,,"",,,"",,0.108,"K",,0.112,"K",,0.167,"K",,,"",,0.165,"K",,0.165,"K",,3.571,"K",,3.011,"K",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","104.|Ireland","World | Europe",,"",,,"",,,"",,,"",,1.07,"K",,,"",,,"",,1.176,"K",,,"",,0.7298,"K",,0.757,"K",,,"",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","106.|Italy","World | Europe",,"",,,"",,41.6,"",,,"",,,"",,,"",,,"",,,"",,45.08,"K",,,"",,53.75,"K",,,"",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","119.|Latvia","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.4062,"K",,0.2445,"I",,0.2066,"I",,0.2482,"K",,0.236,"I",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","125.|Liechtenstein","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","126.|Lithuania","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,4.347,"",,2.768,"K",,2.264,"I",,0.6264,"",,,"",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","256.|Luxembourg","World | Europe",,"",,,"",,0.0348,"K",,0.0425,"K",,0.0397,"K",,0.067,"K",,,"",,0.0565,"K",,0.0605,"K",,,"",,0.0445,"K",,0.0431,"K",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","134.|Malta","World | Europe",,"",,,"",,,"",,,"",,0.02,"",,,"",,,"",,0.0295,"",,0.034,"I",,0.0328,"K",,0.017,"I",,0.0224,"I",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","140.|Monaco","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,0.0067,"K",,0.006,"K",,0.0058,"K",,0.0055,"K",,0.005,"K",,,"",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","273.|Montenegro","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.1609,"K",,,"",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","150.|Netherlands","World | Europe",,"",,,"",,,"",,,"",,9.198,"K",,9.349,"K",,7.983,"K",,6.507,"K",,8.906,"K",,10.94,"",,10.72,"",,,"",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","162.|Norway","World | Europe",,"",,,"",,,"",,,"",,2.0,"",,,"",,,"",,2.42,"K",,2.399,"K",,3.026,"K",,,"",,,"",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","173.|Poland","World | Europe",,"",,,"",,10.11,"K",,13.53,"K",,15.13,"K",,16.41,"K",,13.38,"K",,12.79,"K",,11.72,"K",,12.02,"",,11.47,"",,,"",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","174.|Portugal","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,8.598,"K",,,"",,11.14,"K",,9.146,"I",,,"",,,"",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","146.|Republic of Moldova","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,1.963,"",,,"",,,"",,1.065,"I",,,"",,,"",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","183.|Romania","World | Europe",,"",,,"",,9.59,"",,14.4,"",,18.8,"",,20.5,"",,20.41,"",,12.46,"",,9.222,"K",,6.884,"K",,6.482,"K",,6.418,"K",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","185.|Russian Federation","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,77.1,"",,66.2,"",,,"",,,"",,61.0,"",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","192.|San Marino","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","272.|Serbia","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,3.958,"K",,3.869,"K",,4.15,"K",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","199.|Slovakia","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,1.31,"K",,1.094,"K",,0.688,"K",,0.6653,"K",,0.5593,"K",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","198.|Slovenia","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.8992,"K",,0.9349,"K",,0.9281,"K",,1.156,"K",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","203.|Spain","World | Europe",,"",,,"",,,"",,36.08,"K",,39.92,"K",,45.85,"",,36.8,"K",,34.5,"K",,35.51,"K",,34.97,"K",,36.75,"",,,"",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","210.|Sweden","World | Europe",,"",,,"",,4.073,"K",,4.135,"K",,4.106,"K",,2.97,"K",,2.973,"K",,2.711,"K",,2.676,"K",,2.63,"K",,2.689,"K",,,"",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","211.|Switzerland","World | Europe",,"",,,"",,,"",,2.598,"K",,2.589,"K",,2.646,"K",,2.695,"K",,2.559,"K",,2.518,"K",,,"",,2.005,"K",,,"",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","154.|The former Yugoslav Republic of Macedonia","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,1.555,"",,0.6332,"K",,0.5512,"K",,,"",,,"",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","230.|Ukraine","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,26.0,"",,,"",,18.28,"",,15.08,"",,14.85,"",,,"",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","229.|United Kingdom","World | Europe",,"",,,"",,,"",,,"",,13.48,"K",,11.5,"K",,12.02,"K",,12.09,"K",,15.78,"K",,8.48,"K",,8.017,"K",,,"",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","10.|Australia","World | Oceania",,"",,,"",,,"",,,"",,,"",,,"",,,"",,22.03,"K",,21.5,"I",,18.51,"I",,15.57,"I",,19.26,"I",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","47.|Cook Islands","World | Oceania",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","66.|Fiji","World | Oceania",,"",,,"",,,"",,,"",,,"",,0.03,"",,,"",,,"",,0.0817,"I",,0.0849,"I",,,"",,,"",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","83.|Kiribati","World | Oceania",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","127.|Marshall Islands","World | Oceania",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","145.|Micronesia (Federated States of)","World | Oceania",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","148.|Nauru","World | Oceania",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","156.|New Zealand","World | Oceania",,"",,,"",,,"",,,"",,1.2,"",,1.9,"",,,"",,,"",,3.14,"K",,4.908,"K",,5.201,"K",,,"",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","160.|Niue","World | Oceania",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","180.|Palau","World | Oceania",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","244.|Samoa","World | Oceania",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","25.|Solomon Islands","World | Oceania",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","218.|Tokelau","World | Oceania",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","219.|Tonga","World | Oceania",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","227.|Tuvalu","World | Oceania",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4263.|Total freshwater withdrawal (primary and secondary) (10^9 m3/year)","155.|Vanuatu","World | Oceania",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",

"",,,"1958-1962",,,"1963-1967",,,"1968-1972",,,"1973-1977",,,"1978-1982",,,"1983-1987",,,"1988-1992",,,"1993-1997",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,
"4264.|Desalinated water produced (10^9 m3/year)","4.|Algeria","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,0.064,"",,,"",,0.017,"",,,"",,0.615,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","7.|Angola","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,1.0E-4,"",,,"",,1.0E-4,"I",,1.0E-4,"I",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","53.|Benin","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","20.|Botswana","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","233.|Burkina Faso","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","29.|Burundi","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","35.|Cabo Verde","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,0.002,"",,0.0017,"",,0.0017,"I",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","32.|Cameroon","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","37.|Central African Republic","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","39.|Chad","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","45.|Comoros","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","46.|Congo","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","107.|Côte d'Ivoire","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","250.|Democratic Republic of the Congo","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","72.|Djibouti","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,1.0E-4,"",,,"",,1.0E-4,"I",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","59.|Egypt","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,0.025,"",,0.025,"I",,0.1,"",,,"",,0.2,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","61.|Equatorial Guinea","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","178.|Eritrea","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","238.|Ethiopia","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","74.|Gabon","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","75.|Gambia","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","81.|Ghana","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","90.|Guinea","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","175.|Guinea-Bissau","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","114.|Kenya","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","122.|Lesotho","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","123.|Liberia","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","124.|Libya","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.018,"I",,0.047,"",,0.07,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","129.|Madagascar","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","130.|Malawi","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","133.|Mali","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","136.|Mauritania","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,0.002,"",,,"",,0.002,"I",,0.002,"I",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","137.|Mauritius","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","143.|Morocco","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,0.0034,"",,0.0034,"I",,0.003,"",,,"",,0.007,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","144.|Mozambique","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","147.|Namibia","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,3.0E-4,"I",,3.0E-4,"I",,3.0E-4,"I",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","158.|Niger","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","159.|Nigeria","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,0.003,"",,,"",,0.003,"I",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","184.|Rwanda","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","193.|Sao Tome and Principe","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","195.|Senegal","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,5.0E-5,"",,,"",,5.0E-5,"I",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","196.|Seychelles","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.001,"I","[465]",,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","197.|Sierra Leone","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","201.|Somalia","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,1.0E-4,"",,,"",,1.0E-4,"I",,1.0E-4,"I",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","202.|South Africa","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,0.018,"",,0.018,"I",,0.018,"I",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","277.|South Sudan","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","276.|Sudan","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","209.|Swaziland","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","217.|Togo","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","222.|Tunisia","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,0.008,"",,0.008,"I",,0.013,"",,,"",,0.0197,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","226.|Uganda","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","215.|United Republic of Tanzania","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","251.|Zambia","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","181.|Zimbabwe","World | Africa",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","8.|Antigua and Barbuda","World | Americas",,"",,,"",,,"",,,"",,,"",,,"",,0.0033,"",,,"",,,"",,0.0033,"I",,0.0071,"","[466]",,"",
"4264.|Desalinated water produced (10^9 m3/year)","9.|Argentina","World | Americas",,"",,,"",,,"",,,"",,,"",,,"",,7.0E-4,"",,7.0E-4,"I",,7.0E-4,"I",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","12.|Bahamas","World | Americas",,"",,,"",,,"",,,"",,,"",,,"",,0.0013,"",,,"",,0.0074,"","[467]",,"",,,"",,,"",
