

"Area","Area Id","Variable Name","Variable Id","Year","Value","Symbol","Md"
"Romania",183,"Total freshwater withdrawal (primary and secondary)",4263,1980,18.8,"","",""
"Romania",183,"Total freshwater withdrawal (primary and secondary)",4263,1985,20.5,"","",""
"Romania",183,"Total freshwater withdrawal (primary and secondary)",4263,1990,20.41,"","",""
"Romania",183,"Total freshwater withdrawal (primary and secondary)",4263,1997,12.46,"","",""
"Romania",183,"Total freshwater withdrawal (primary and secondary)",4263,2002,9.222,"K","",""
"Romania",183,"Total freshwater withdrawal (primary and secondary)",4263,2007,6.884,"K","",""
"Romania",183,"Total freshwater withdrawal (primary and secondary)",4263,2012,6.482,"K","",""
"Romania",183,"Total freshwater withdrawal (primary and secondary)",4263,2013,6.418,"K","",""
"Russian Federation",185,"Total freshwater withdrawal (primary and secondary)",4263,1994,77.1,"","",""
"Russian Federation",185,"Total freshwater withdrawal (primary and secondary)",4263,2001,66.2,"","",""
"Russian Federation",185,"Total freshwater withdrawal (primary and secondary)",4263,2013,61.0,"","",""
"Rwanda",184,"Total freshwater withdrawal (primary and secondary)",4263,2000,0.15,"","",""
"Saint Kitts and Nevis",188,"Total freshwater withdrawal (primary and secondary)",4263,2012,0.0123,"I","",""
"Saint Lucia",189,"Total freshwater withdrawal (primary and secondary)",4263,2007,0.0429,"I","",""
"Saint Vincent and the Grenadines",191,"Total freshwater withdrawal (primary and secondary)",4263,1995,0.01,"","",""
"Saint Vincent and the Grenadines",191,"Total freshwater withdrawal (primary and secondary)",4263,2013,0.0079,"I","",""
"Sao Tome and Principe",193,"Total freshwater withdrawal (primary and secondary)",4263,1993,0.007,"","",""
"Saudi Arabia",194,"Total freshwater withdrawal (primary and secondary)",4263,1992,16.12,"","",""
"Saudi Arabia",194,"Total freshwater withdrawal (primary and secondary)",4263,2006,22.64,"K","",""
"Senegal",195,"Total freshwater withdrawal (primary and secondary)",4263,1987,1.36,"","",""
"Senegal",195,"Total freshwater withdrawal (primary and secondary)",4263,2002,2.221,"I","",""
"Serbia",272,"Total freshwater withdrawal (primary and secondary)",4263,2007,3.958,"K","",""
"Serbia",272,"Total freshwater withdrawal (primary and secondary)",4263,2012,3.869,"K","",""
"Serbia",272,"Total freshwater withdrawal (primary and secondary)",4263,2013,4.15,"K","",""
"Seychelles",196,"Total freshwater withdrawal (primary and secondary)",4263,1989,0.0119,"I","",""
"Seychelles",196,"Total freshwater withdrawal (primary and secondary)",4263,2005,0.0127,"I","",""
"Sierra Leone",197,"Total freshwater withdrawal (primary and secondary)",4263,1987,0.37,"","",""
"Sierra Leone",197,"Total freshwater withdrawal (primary and secondary)",4263,2000,0.1889,"I","",""
"Sierra Leone",197,"Total freshwater withdrawal (primary and secondary)",4263,2005,0.2122,"I","",""
"Singapore",200,"Total freshwater withdrawal (primary and secondary)",4263,1975,0.19,"","",""
"Slovakia",199,"Total freshwater withdrawal (primary and secondary)",4263,1997,1.31,"K","",""
"Slovakia",199,"Total freshwater withdrawal (primary and secondary)",4263,2002,1.094,"K","",""
"Slovakia",199,"Total freshwater withdrawal (primary and secondary)",4263,2007,0.688,"K","",""
"Slovakia",199,"Total freshwater withdrawal (primary and secondary)",4263,2012,0.6653,"K","",""
"Slovakia",199,"Total freshwater withdrawal (primary and secondary)",4263,2014,0.5593,"K","",""
"Slovenia",198,"Total freshwater withdrawal (primary and secondary)",4263,2002,0.8992,"K","",""
"Slovenia",198,"Total freshwater withdrawal (primary and secondary)",4263,2007,0.9349,"K","",""
"Slovenia",198,"Total freshwater withdrawal (primary and secondary)",4263,2012,0.9281,"K","",""
"Slovenia",198,"Total freshwater withdrawal (primary and secondary)",4263,2013,1.156,"K","",""
"Somalia",201,"Total freshwater withdrawal (primary and secondary)",4263,1987,0.81,"","",""
"Somalia",201,"Total freshwater withdrawal (primary and secondary)",4263,2000,3.29,"I","",""
"Somalia",201,"Total freshwater withdrawal (primary and secondary)",4263,2003,3.298,"I","",""
"South Africa",202,"Total freshwater withdrawal (primary and secondary)",4263,1990,13.29,"","",""
"South Africa",202,"Total freshwater withdrawal (primary and secondary)",4263,1995,12.88,"I","",""
"South Africa",202,"Total freshwater withdrawal (primary and secondary)",4263,2000,12.73,"I","",""
"South Africa",202,"Total freshwater withdrawal (primary and secondary)",4263,2013,15.5,"","",""
"South Sudan",277,"Total freshwater withdrawal (primary and secondary)",4263,2011,0.658,"","",""
"Spain",203,"Total freshwater withdrawal (primary and secondary)",4263,1975,36.08,"K","",""
"Spain",203,"Total freshwater withdrawal (primary and secondary)",4263,1980,39.92,"K","",""
"Spain",203,"Total freshwater withdrawal (primary and secondary)",4263,1986,45.85,"","",""
"Spain",203,"Total freshwater withdrawal (primary and secondary)",4263,1991,36.8,"K","",""
"Spain",203,"Total freshwater withdrawal (primary and secondary)",4263,1997,34.5,"K","",""
"Spain",203,"Total freshwater withdrawal (primary and secondary)",4263,2002,35.51,"K","",""
"Spain",203,"Total freshwater withdrawal (primary and secondary)",4263,2007,34.97,"K","",""
"Spain",203,"Total freshwater withdrawal (primary and secondary)",4263,2012,36.75,"","",""
"Sri Lanka",38,"Total freshwater withdrawal (primary and secondary)",4263,1990,9.769,"","",""
"Sri Lanka",38,"Total freshwater withdrawal (primary and secondary)",4263,2000,13.01,"I","",""
"Sri Lanka",38,"Total freshwater withdrawal (primary and secondary)",4263,2005,12.95,"","",""
"Sudan",276,"Total freshwater withdrawal (primary and secondary)",4263,2011,26.93,"","",""
"Suriname",207,"Total freshwater withdrawal (primary and secondary)",4263,1987,0.46,"","",""
"Suriname",207,"Total freshwater withdrawal (primary and secondary)",4263,2000,0.67,"I","",""
"Suriname",207,"Total freshwater withdrawal (primary and secondary)",4263,2006,0.6159,"","",""
"Swaziland",209,"Total freshwater withdrawal (primary and secondary)",4263,1980,0.657,"","",""
"Swaziland",209,"Total freshwater withdrawal (primary and secondary)",4263,2000,1.042,"I","",""
"Sweden",210,"Total freshwater withdrawal (primary and secondary)",4263,1970,4.073,"K","",""
"Sweden",210,"Total freshwater withdrawal (primary and secondary)",4263,1975,4.135,"K","",""
"Sweden",210,"Total freshwater withdrawal (primary and secondary)",4263,1980,4.106,"K","",""
"Sweden",210,"Total freshwater withdrawal (primary and secondary)",4263,1985,2.97,"K","",""
"Sweden",210,"Total freshwater withdrawal (primary and secondary)",4263,1992,2.973,"K","",""
"Sweden",210,"Total freshwater withdrawal (primary and secondary)",4263,1997,2.711,"K","",""
"Sweden",210,"Total freshwater withdrawal (primary and secondary)",4263,2002,2.676,"K","",""
"Sweden",210,"Total freshwater withdrawal (primary and secondary)",4263,2007,2.63,"K","",""
"Sweden",210,"Total freshwater withdrawal (primary and secondary)",4263,2010,2.689,"K","",""
"Switzerland",211,"Total freshwater withdrawal (primary and secondary)",4263,1975,2.598,"K","",""
"Switzerland",211,"Total freshwater withdrawal (primary and secondary)",4263,1980,2.589,"K","",""
"Switzerland",211,"Total freshwater withdrawal (primary and secondary)",4263,1985,2.646,"K","",""
"Switzerland",211,"Total freshwater withdrawal (primary and secondary)",4263,1992,2.695,"K","",""
"Switzerland",211,"Total freshwater withdrawal (primary and secondary)",4263,1997,2.559,"K","",""
"Switzerland",211,"Total freshwater withdrawal (primary and secondary)",4263,2002,2.518,"K","",""
"Switzerland",211,"Total freshwater withdrawal (primary and secondary)",4263,2012,2.005,"K","",""
"Syrian Arab Republic",212,"Total freshwater withdrawal (primary and secondary)",4263,1975,3.34,"","",""
"Syrian Arab Republic",212,"Total freshwater withdrawal (primary and secondary)",4263,1997,14.43,"","",""
"Syrian Arab Republic",212,"Total freshwater withdrawal (primary and secondary)",4263,2002,16.36,"","",""
"Syrian Arab Republic",212,"Total freshwater withdrawal (primary and secondary)",4263,2005,14.14,"I","",""
"Tajikistan",208,"Total freshwater withdrawal (primary and secondary)",4263,1994,11.52,"I","",""
"Tajikistan",208,"Total freshwater withdrawal (primary and secondary)",4263,2000,11.66,"I","",""
"Tajikistan",208,"Total freshwater withdrawal (primary and secondary)",4263,2006,11.19,"I","",""
"Thailand",216,"Total freshwater withdrawal (primary and secondary)",4263,2007,57.31,"","",""
"The former Yugoslav Republic of Macedonia",154,"Total freshwater withdrawal (primary and secondary)",4263,1996,1.555,"","",""
"The former Yugoslav Republic of Macedonia",154,"Total freshwater withdrawal (primary and secondary)",4263,2002,0.6332,"K","",""
"The former Yugoslav Republic of Macedonia",154,"Total freshwater withdrawal (primary and secondary)",4263,2007,0.5512,"K","",""
"Timor-Leste",176,"Total freshwater withdrawal (primary and secondary)",4263,2004,1.172,"","",""
"Togo",217,"Total freshwater withdrawal (primary and secondary)",4263,1987,0.091,"","",""
"Togo",217,"Total freshwater withdrawal (primary and secondary)",4263,2002,0.169,"","",""
"Trinidad and Tobago",220,"Total freshwater withdrawal (primary and secondary)",4263,1997,0.297,"","",""
"Trinidad and Tobago",220,"Total freshwater withdrawal (primary and secondary)",4263,2000,0.314,"","",""
"Trinidad and Tobago",220,"Total freshwater withdrawal (primary and secondary)",4263,2005,0.309,"I","",""
"Trinidad and Tobago",220,"Total freshwater withdrawal (primary and secondary)",4263,2011,0.3362,"I","",""
"Tunisia",222,"Total freshwater withdrawal (primary and secondary)",4263,1975,1.07,"","",""
"Tunisia",222,"Total freshwater withdrawal (primary and secondary)",4263,1980,1.9,"","",""
"Tunisia",222,"Total freshwater withdrawal (primary and secondary)",4263,1985,2.3,"","",""
"Tunisia",222,"Total freshwater withdrawal (primary and secondary)",4263,1990,3.067,"","",""
"Tunisia",222,"Total freshwater withdrawal (primary and secondary)",4263,1995,2.849,"I","",""
"Tunisia",222,"Total freshwater withdrawal (primary and secondary)",4263,2001,2.809,"I","",""
"Tunisia",222,"Total freshwater withdrawal (primary and secondary)",4263,2011,3.217,"I","",""
"Turkey",223,"Total freshwater withdrawal (primary and secondary)",4263,1992,31.6,"I","",""
"Turkey",223,"Total freshwater withdrawal (primary and secondary)",4263,2000,42.0,"I","",""
"Turkey",223,"Total freshwater withdrawal (primary and secondary)",4263,2003,40.05,"I","",""
"Turkey",223,"Total freshwater withdrawal (primary and secondary)",4263,2008,41.96,"","",""
"Turkmenistan",213,"Total freshwater withdrawal (primary and secondary)",4263,1994,23.7,"I","",""
"Turkmenistan",213,"Total freshwater withdrawal (primary and secondary)",4263,2000,24.91,"I","",""
"Turkmenistan",213,"Total freshwater withdrawal (primary and secondary)",4263,2004,27.87,"I","",""
"Uganda",226,"Total freshwater withdrawal (primary and secondary)",4263,1970,0.2,"","",""
"Uganda",226,"Total freshwater withdrawal (primary and secondary)",4263,2002,0.3174,"I","",""
"Uganda",226,"Total freshwater withdrawal (primary and secondary)",4263,2008,0.637,"","",""
"Ukraine",230,"Total freshwater withdrawal (primary and secondary)",4263,1992,26.0,"","",""
"Ukraine",230,"Total freshwater withdrawal (primary and secondary)",4263,2000,18.28,"","",""
"Ukraine",230,"Total freshwater withdrawal (primary and secondary)",4263,2005,15.08,"","",""
"Ukraine",230,"Total freshwater withdrawal (primary and secondary)",4263,2010,14.85,"","",""
"United Arab Emirates",225,"Total freshwater withdrawal (primary and secondary)",4263,1980,0.9,"","",""
"United Arab Emirates",225,"Total freshwater withdrawal (primary and secondary)",4263,1995,1.723,"","",""
"United Arab Emirates",225,"Total freshwater withdrawal (primary and secondary)",4263,2000,2.334,"I","",""
"United Arab Emirates",225,"Total freshwater withdrawal (primary and secondary)",4263,2005,2.8,"I","",""
"United Kingdom",229,"Total freshwater withdrawal (primary and secondary)",4263,1980,13.48,"K","",""
"United Kingdom",229,"Total freshwater withdrawal (primary and secondary)",4263,1985,11.5,"K","",""
"United Kingdom",229,"Total freshwater withdrawal (primary and secondary)",4263,1990,12.02,"K","",""
"United Kingdom",229,"Total freshwater withdrawal (primary and secondary)",4263,1995,12.09,"K","",""
"United Kingdom",229,"Total freshwater withdrawal (primary and secondary)",4263,2002,15.78,"K","",""
"United Kingdom",229,"Total freshwater withdrawal (primary and secondary)",4263,2007,8.48,"K","",""
"United Kingdom",229,"Total freshwater withdrawal (primary and secondary)",4263,2012,8.017,"K","",""
"United Republic of Tanzania",215,"Total freshwater withdrawal (primary and secondary)",4263,2002,5.184,"K","",""
"United States of America",231,"Total freshwater withdrawal (primary and secondary)",4263,1980,517.6,"K","",""
"United States of America",231,"Total freshwater withdrawal (primary and secondary)",4263,1990,465.1,"","[454]",""
"United States of America",231,"Total freshwater withdrawal (primary and secondary)",4263,2000,473.5,"","[455,456]",""
"United States of America",231,"Total freshwater withdrawal (primary and secondary)",4263,2005,478.6,"","[457,458]",""
"United States of America",231,"Total freshwater withdrawal (primary and secondary)",4263,2010,418.7,"","[459,460]",""
"Uruguay",234,"Total freshwater withdrawal (primary and secondary)",4263,1965,0.65,"","",""
"Uruguay",234,"Total freshwater withdrawal (primary and secondary)",4263,2000,3.66,"","",""
"Uzbekistan",235,"Total freshwater withdrawal (primary and secondary)",4263,1994,53.76,"I","",""
"Uzbekistan",235,"Total freshwater withdrawal (primary and secondary)",4263,2001,53.74,"","",""
"Uzbekistan",235,"Total freshwater withdrawal (primary and secondary)",4263,2005,49.16,"I","",""
"Venezuela (Bolivarian Republic of)",236,"Total freshwater withdrawal (primary and secondary)",4263,1970,4.1,"","",""
"Venezuela (Bolivarian Republic of)",236,"Total freshwater withdrawal (primary and secondary)",4263,2000,9.059,"I","",""
"Venezuela (Bolivarian Republic of)",236,"Total freshwater withdrawal (primary and secondary)",4263,2007,22.62,"I","",""
"Viet Nam",237,"Total freshwater withdrawal (primary and secondary)",4263,1980,37.86,"","",""
"Viet Nam",237,"Total freshwater withdrawal (primary and secondary)",4263,1985,45.27,"","",""
"Viet Nam",237,"Total freshwater withdrawal (primary and secondary)",4263,2005,81.86,"","",""
"Yemen",249,"Total freshwater withdrawal (primary and secondary)",4263,1990,2.922,"","",""
"Yemen",249,"Total freshwater withdrawal (primary and secondary)",4263,2000,3.384,"I","",""
"Yemen",249,"Total freshwater withdrawal (primary and secondary)",4263,2005,3.54,"I","",""
"Zambia",251,"Total freshwater withdrawal (primary and secondary)",4263,1992,1.747,"","",""
"Zambia",251,"Total freshwater withdrawal (primary and secondary)",4263,1994,1.706,"","",""
"Zambia",251,"Total freshwater withdrawal (primary and secondary)",4263,2002,1.572,"I","",""
"Zimbabwe",181,"Total freshwater withdrawal (primary and secondary)",4263,1987,1.22,"","",""
"Zimbabwe",181,"Total freshwater withdrawal (primary and secondary)",4263,2002,4.205,"","",""
"Zimbabwe",181,"Total freshwater withdrawal (primary and secondary)",4263,2007,3.57,"","",""
""
"Metadata:"
"[1] [P-Components-N] | 72% of 0.93 total water withdrawal"
"[2] [P-Components-N] | Irrigation water withdrawal only"
"[3] [P-Components-N] | Irrigation water withdrawal only"
"[4] [P-Overall accuracy-N] | AQUASTAT estimation based on Eurostat data of water withdrawal by source (Med_en42) using Eurostat proportion by sector of water supplied (Med-en44): 59% for agriculture, 36% for municipalities and 5% for industries."
"[5] [P-Components-N] | Irrigation water withdrawal only"
"[6] [P-Components-N] | Irrigation water withdrawal only"
"[7] [P-Components-N] | Irrigation water withdrawal only"
"[8] [P-Reference period-N] | Data actually from 1997"
"[9] [P-Observations-N] | Groundwater represents 100% of the agricultural water withdrawal (source: Eurostat, 2016)"
"[10] [P-Observations-N] | Groundwater represents 100% of the agricultural water withdrawal (source: Eurostat, 2016)"
"[11] [P-Observations-N] | Groundwater represents 100% of the agricultural water withdrawal (source: Eurostat, 2016)"
"[12] [P-Observations-N] | Groundwater represents 100% of the agricultural water withdrawal (source: Eurostat, 2016)"
"[13] [P-Components-N] | Surface water 6.62 km3/yr + groundwater 24.88 km3/yr"
"[14] [P-Components-N] | Irrigation water withdrawal only"
"[15] [P-Components-N] | Irrigation water withdrawal only"
"[16] [P-Reference period-N] | Data actually from 1989"
"[17] [P-Components-N] | Irrigation and agricultural water supply: 0.286; aquaculture: 0.282"
"[18] [P-Components-N] | Irrigation and agricultural water supply: 0.160; aquaculture: 0.282"
"[19] [P-Components-N] | Irrigation and agricultural water supply: 0.127; aquaculture: 0.282"
"[20] [P-Components-N] | Irrigation and agricultural water supply: 0.114; aquaculture: 0.357"
"[21] [P-Components-N] | Irrigation and agricultural water supply: 0.117; aquaculture: 0.372"
"[22] [P-Components-N] | Surface water and groundwater account for 0.003 km3 and 0.035 km3 respectively of agricultural water withdrawal (Source: Eurostat, 2016)"
"[23] [P-Components-N] | Surface water and groundwater account for 0.003 km3 and 0.034 km3 respectively of agricultural water withdrawal (Source: Eurostat, 2016)"
"[24] [P-Components-N] | Surface water and groundwater account for 0.003 km3 and 0.037 km3 respectively of agricultural water withdrawal (Source: Eurostat, 2016)"
"[25] [P-Components-N] | Irrigation water withdrawal only"
"[26] [P-Components-N] | 0.029 irrigation & forestry + 0.045 livestock + 0.006 wildlife"
"[27] [P-Components-N] | Irrigation water withdrawal only"
"[28] [P-Components-N] | Surface water and groundwater account for 0.733 km3 and 0.010 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[29] [P-Components-N] | Surface water and groundwater account for 0.866 km3 and 0.010 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[30] [P-Components-N] | Irrigation water withdrawal only"
"[31] [P-Components-N] | Irrigation water withdrawal only"
"[32] [P-Components-N] | Irrigation water withdrawal only"
"[33] [P-Components-N] | Surface water accounts for 3.672 km3 and groundwater accounts for 0.319 km3 of the total agricultural withdrawal"
"[34] [P-Components-N] | Surface water accounts for 3.7936 km3 and groundwater accounts for 0.31089 km3 of the total agricultural withdrawal"
"[35] [P-Overall accuracy-N] | Estimated data by the water balance model used in the 2012 Agricultural water use exercise. Canada Statistics declare 0.838 (2010), but the resulting water requirement ratio was incoherent (304%). This is certainly due to the model using the long-term average precipitations and assuming that crop optimal growth. So estimated value is a maximum value especially if precipitations are higher than the average (supplemental irrigation only)."
"[36] [P-Components-N] | Irrigation water withdrawal only"
"[37] [P-Components-N] | Irrigation water withdrawal only"
"[38] [P-Reference period-N] | Data actually from 1987"
"[39] [P-Components-N] | Irrigation water withdrawal only"
"[40] [P-Reference period-N] | Data actually from 1987"
"[41] [P-Components-N] | Irrigation water withdrawal only"
"[42] [P-Components-N] | Irrigation water withdrawal only"
"[43] [P-Reference period-N] | Data actually from 2002"
"[44] [P-Components-N] | Irrigation water withdrawal only"
"[45] [P-Reference period-N] | Data actually from 2008"
"[46] [P-Components-N] | Irrigation water withdrawal only"
"[47] [P-Components-N] | Irrigation water withdrawal only"
"[48] [P-Components-N] | Surface water and groundwater account for 0.0029 km3 and 0.0003 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[49] [P-Components-N] | Surface water and groundwater account for 0.0481 km3 and 0.1125 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[50] [P-Components-N] | Surface water and groundwater account for 0.028 km3 and 0.1150 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[51] [P-Components-N] | Surface water and groundwater account for 0.0420 km3 and 0.1290 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[52] [P-Components-N] | Surface water and groundwater account for 0.0526 km3 and 0.1150 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[53] [P-Components-N] | Surface water and groundwater account for 0.051 km3 and 0.012 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[54] [P-Components-N] | Surface water and groundwater account for 0.097 km3 and 0.014 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[55] [P-Components-N] | Surface water and groundwater account for 0.014 km3 and 0.006 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[56] [P-Components-N] | Surface water and groundwater account for 0.0311 km3 and 0.0121 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[57] [P-Components-N] | Surface water and groundwater account for 0.0311 km3 and 0.0129 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[58] [P-Components-N] | Irrigation water withdrawal only"
"[59] [P-Reference period-N] | Data actually from 2000"
"[60] [P-Components-N] | Irrigation water withdrawal only"
"[61] [P-Components-N] | Surface water and groundwater account for 0.0031 km3 and 0.1621 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[62] [P-Components-N] | Surface water and groundwater account for 0.0017 km3 and 0.1158 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[63] [P-Components-N] | Surface water accounts for 0.003 km3 and groundwater accounts for 0.161 km3 of the total agricultural withdrawal"
"[64] [P-Components-N] | 0.0025 irrigation + 0.0005 élevage"
"[65] [P-Components-N] | Irrigation water withdrawal only"
"[66] [P-Reference period-N] | Data actually from 2000"
"[67] [P-Components-N] | Irrigation water withdrawal only"
"[68] [P-Components-N] | Surface water and groundwater account for 0.0262 km3 and 0.0038 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[69] [P-Components-N] | Surface water and groundwater account for 0.0031 km3 and 0.0045 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[70] [P-Components-N] | Including 0.687 for livestock"
"[71] [P-Components-N] | Surface water and groundwater account for 0.04 km3 and 0.01 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[72] [P-Components-N] | Surface water and groundwater account for 0.04 km3 and 0.01 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[73] [P-Components-N] | Surface water and groundwater account for 3.284 km3 and 1.007 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[74] [P-Components-N] | Surface water and groundwater account for 3.135 km3 and 0.798 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[75] [P-Components-N] | Irrigation water withdrawal only"
"[76] [P-Components-N] | Irrigation water withdrawal only"
"[77] [P-Reference period-N] | Data actually from 2000"
"[78] [P-Components-N] | Irrigation water withdrawal only"
"[79] [P-Components-N] | Irrigation 0,867 + Agriculture water supply 0,188"
"[80] [P-Components-N] | Surface water and groundwater account for 0.054 km3 and 0.157 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[81] [P-Components-N] | Surface water and groundwater account for 1.7 km3 and 0.725 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[82] [P-Components-N] | Surface water and groundwater account for 3.1 km3 and 1.5 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[83] [P-Components-N] | Surface water and groundwater account for 4.9 km3 and 3.0 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[84] [P-Components-N] | Surface water accounts for 4.5 km3 and groundwater accounts for 3.1 km3 of the total agricultural withdrawal"
"[85] [P-Components-N] | Surface water and groundwater account for 5.473 km3 and 2.947 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[86] [P-Components-N] | Surface water and groundwater account for 5.075 km3 and 3.383 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[87] [P-Components-N] | Surface water and groundwater account for 3.577 km3 and 4.341 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[88] [P-Components-N] | Irrigation water withdrawal only"
"[89] [P-Components-N] | Irrigation water withdrawal only"
"[90] [P-Components-N] | Irrigation water withdrawal only"
"[91] [P-Components-N] | Irrigation water withdrawal only"
"[92] [P-Components-N] | Surface water represents 100% of the total agricultural water withdrawal"
"[93] [P-Components-N] | Surface water represents 100% of the total agricultural water withdrawal"
"[94] [P-Components-N] | Surface water and groundwater account for 0.904 km3 and 0.045 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[95] [P-Components-N] | Surface water and groundwater account for 0.447 km3 and 0.008 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[96] [P-Components-N] | Surface water and groundwater account for 0.611 km3 and 0.069 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[97] [P-Components-N] | Surface water and groundwater account for 0.265 km3 and 0.04 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[98] [P-Components-N] | Surface water accounts for 0.264 km3 and groundwater accounts for 0.058 km3 of the total agricultural withdrawal"
"[99] [P-Components-N] | Surface water and groundwater account for 0.001 km3 and 0.003 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[100] [P-Components-N] | Surface water and groundwater account for 0.001 km3 and 0.069 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[101] [P-Components-N] | Surface water and groundwater account for 0.001 km3 and 0.069 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[102] [P-Components-N] | Surface water and groundwater account for 0.001 km3 and 0.069 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[103] [P-Components-N] | Surface water and groundwater account for 0.134 km3 and 0.045 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[104] [P-Components-N] | Irrigation water withdrawal only"
"[105] [P-Components-N] | Surface water accounts for 52.748 km3 and groundwater accounts for 3.302 km3 of the total agricultural withdrawal"
"[106] [P-Components-N] | Surface water accounts for 51.2 km3 and groundwater accounts for 3.3 km3 of the total agricultural withdrawal"
"[107] [P-Components-N] | Surface water accounts for 51.564 km3 and groundwater accounts for 2.866 km3 of the total agricultural withdrawal"
"[108] [P-Adjustment-N] | Water losses in transport (3.057) have been distributed between the 3 sectors.  2.770 km3 of Other uses are not included (considered as very low consumptive uses)"
"[109] [P-Overall accuracy-N] | The previous estimation of 2.165  from 2011 irrigation water use study was reconsidered based on new data available"
"[110] [P-Components-N] | Including 0.008 km3 for wildlife"
"[111] [P-Components-N] | Irrigation water withdrawal only"
"[112] [P-Components-N] | Surface water and groundwater account for 0.050 km3 and 0.004 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[113] [P-Components-N] | Surface water and groundwater account for 0.048 km3 and 0.003 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[114] [P-Components-N] | Surface water and groundwater account for 0.0384 km3 and 0.0024 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[115] [P-Components-N] | Surface water and groundwater account for 0.033 km3 and 0.003 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[116] [P-Components-N] | Irrigation water withdrawal only"
"[117] [P-Components-N] | Irrigation water withdrawal only"
"[118] [P-Components-N] | Surface water and groundwater account for 0.048 km3 and 0.005 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[119] [P-Components-N] | Surface water and groundwater account for 0.077 km3 and 0.005 km3 respectively of total agricultural water withdrawal (Source: Eurostat, 2016)"
"[120] [P-Components-N] | Groundwater represents 100 % of total water withdrawal for agriculture"
"[121] [P-Components-N] | Groundwater represents 100 % of total water withdrawal for agriculture"
"[122] [P-Components-N] | Irrigation water withdrawal only"
"[123] [P-Reference period-N] | Data actually from 2002"
"[124] [P-Components-N] | Irrigation water withdrawal only"
"[125] [P-Components-N] | Irrigation water withdrawal only"
"[126] [P-Reference period-N] | Data actually from 1996"
"[127] [P-Components-N] | Irrigation water withdrawal only"
"[128] [P-Reference period-N] | Data actually from 1996"
"[129] [P-Components-N] | Irrigation water withdrawal only"
"[130] [P-Components-N] | Groundwater represents 100% of total water withdrawal for agriculture"
"[131] [P-Components-N] | Groundwater represents 100% of total water withdrawal for agriculture"
"[132] [P-Components-N] | Groundwater represents 100% of total water withdrawal for agriculture"
"[133] [P-Components-N] | Groundwater represents 100% of total water withdrawal for agriculture"
"[134] [P-Components-N] | Irrigation water withdrawal only"
"[135] [P-Components-N] | Irrigation water withdrawal only"
"[136] [P-Reference period-N] | Data actually from 2006"
"[137] [P-Components-N] | Irrigation water withdrawal only"
"[138] [P-Components-N] | Irrigation water withdrawal only"
